5c7657ee-666d-4545-a5f4-e3b97972700c	ef1f9867-c5fc-4ba0-838d-848b58467b10	d479236c-8606-41ad-b8e4-006d816e0494	612c986d-545e-45af-8807-2df49f08a01a	0d28bae3-3b00-457b-a62c-3d9edb9fae8a	adbacf26-5d01-459f-86e0-1967c4c3c9eb	d25be762-5047-437f-a749-1049b8be57a3	4f381a59-5b94-4500-a3e0-66a29d472108	76bc6a3b-9d77-4a38-a663-d1472b59c043	dfc17ebb-83f0-4a37-a961-974e60e5f57e	2bcd07f9-960c-4bf9-a147-93daa514d7e8	fdb23de2-cc37-43b6-97a7-b63fa41b3fd2	bec7eb37-dfcd-41d9-bdfc-0bc5ba8f8330	36ff5b45-340f-4508-97f8-2db37a2c0c1a	0fe3ff8e-33c6-4901-8926-4a941a907c76	b1c1e4d6-33bc-4e44-b0ac-1dee48a9c90b	fd90b87b-1ece-4b8b-8bac-a373b6bfc0d2	8cafea18-38fb-4044-aa6e-e3575baf4f75	9e528736-741f-4de9-9adf-e99566a3ec5c	e35b993e-9261-4c7c-ac5d-5598630adf6f	69d5e82f-530b-4de1-b71c-d97e4fee1b23	8026eead-3968-4929-8ac4-126ead00a55d	5a6ae85c-b6fe-4bed-9d79-2fc3d722416f	667fd635-ee7a-4d22-a128-8d7567559348	3a95fb07-9cd4-4410-ab14-6e08cbe8fb4d	64cfc38a-c2fe-4a3c-a92b-4d5eec3c9bec	7eac574e-7a22-47fe-9e95-027a9469978d	5155defe-cf3b-434d-a79b-f97cbd8b7bb3	a55db179-101c-459f-8fbf-a4d0de76765b	888698af-80c8-466d-9e54-b0e61d24495a	40fcafa2-7823-4086-902c-76edd44c8ad7	e76d515a-fbc3-4b37-b542-c6fe625bd623	f498cd34-8ff0-4a82-b15d-8688abc9435d	216699da-5299-480f-87a1-4c4c5ae57e7b	c88e4fdb-0d46-4ae4-b1e8-98933a35feeb	672ea0fc-3873-4ec8-9d2d-57f3c422c197	135f44a7-adf5-43f1-8c2d-4ba8f92187a2	253c2ac0-4eed-4fd8-8b7a-9b091fdec2fc	e9749d55-fecc-4517-a466-9ead9e6d8413	6f87b662-221b-4811-8fe4-c5237d03d957	f3035faf-d71d-4cb0-bb63-64d7b3c38491	2f242b7c-f644-4a6d-ae13-41f3a2d6f125	c80e6d15-520b-4bd0-a67a-62f8a17c035e	a6a8e3b9-4007-4fe4-a891-b85a100f0b29	3eff4ead-173f-43c0-8bf3-928eda3af235	f47bfcd5-7b4b-4670-980b-3e4c9c4a88cf	4a571d8f-049d-4057-8034-883f1fc99ab2	700a1335-1157-4209-88da-172a9d744849
894.2850394836	284.4497885903	1054.3252168441	639.7776235323	1470.4410008253	715.0153401901	1084.8638539688	855.9958062062	856.6742896339	508.1087587282	706.5014742648	539.4645376152	680.7161390031	653.6557449755	313.4841961871	440.5890692233	419.2920657546	579.1840582802	706.2555315051	568.5118948934	426.9122718921	465.1972952309	333.3450054877	1511.7208623477	276.1733434733	637.5619962803	389.4948542255	769.6075371317	767.9696595716	1467.6578958195	1065.514759857	623.8196680111	785.8249451729	223.8714198361	506.8653767469	641.2671564478	453.3570053832	271.7057948452	716.6121035218	774.8240157576	497.6017078784	580.7203801612	394.1572405437	524.6057929033	1451.0576811398	428.3706416088	957.9414989785	451.5616960447
866.7588055141	0	507.7189895946	321.8861084056	1307.0289891212	616.7383341433	1287.8337896989	977.5058919895	462.5014718595	37.6055393085	0	0	540.8591020613	207.7881393151	14.0267350467	0	0	0	11.3013351531	344.8615771935	40.2196103084	197.918045263	129.0306512192	4276.5765765757	0	84.8104627242	140.6310768504	507.7907788617	269.8543898871	3232.8379914193	4082.1618682697	225.017353068	334.0981428667	5.604117099	57.3047378742	49.7257151462	0	13.1946032288	376.8766193884	793.5922100074	0	70.8792952101	0	316.6993070716	1148.0905757859	0	2698.8800986676	32.6677526177
849.256751396	321.5813791044	787.0466462789	591.3683588549	526.3073870989	600.6852398996	523.8131487175	426.544904157	670.197093235	859.8315911737	641.6858557287	668.7859889032	368.2162010508	247.0860772584	570.0803057036	508.4741227701	644.9648004357	555.2260934662	814.3071135764	264.3552360187	796.4170332293	459.3672547488	424.9472846358	717.710169779	455.4903355874	645.239941337	444.2498875763	603.3860496235	727.5580537891	231.3707084103	143.532402885	490.1461963662	1102.7177186114	411.1341803113	732.3007700363	799.057531437	425.6042084158	554.3275543522	570.232505933	365.7760507444	789.1456460057	802.5588525193	359.9295502413	401.1155488307	617.7073581844	640.6438325162	264.09611334	322.2857410734
825.782064027	406.0380039621	842.9852775765	724.3723410522	684.0321711043	557.1619179533	458.7516196496	459.8643196236	697.9988594604	820.5391329378	1010.6262869767	732.9127590565	446.3291538271	510.5564615339	747.2063694474	752.7781264121	759.1435279298	904.0875806254	889.9894503951	325.666788956	572.909331774	645.0590547146	396.0988514832	612.9773623981	509.0229607319	888.98288646	457.5421655951	493.6252447437	724.5256252967	400.8081538795	315.8284875327	576.2966945053	671.7086798185	320.7446955177	703.7411410093	900.3175028918	454.202522758	321.9102216398	480.5403347919	338.462876225	593.8876175886	768.8973740613	616.9849385506	573.171079876	693.3561141497	934.5984700115	223.0356071145	512.808532623
722.2098822021	280.3869922141	623.796030561	984.2890244652	1796.3270030201	458.0478216641	410.7806291667	788.5874498396	415.0093171022	448.5088478517	904.926678415	313.0432753446	1071.8610244511	405.3512745851	705.6231208061	333.6233437219	377.7702853639	523.8077232516	774.5504418013	276.2244069592	838.5575388384	597.6873951584	444.7411031721	926.0050339543	323.669624878	459.3418305597	378.3004196342	745.9046271163	830.2005551333	287.1778087436	146.1449869383	799.7477522672	433.1448969757	325.0595970807	621.9897560649	684.0932374185	505.8303886941	483.9980663059	1792.0074901373	2261.6343182894	477.6581012796	812.3671569589	439.3375255367	511.5349334217	1270.5604895496	786.9253889302	183.4704889511	453.8997279545
710.6476946616	129.2304776006	490.069281896	253.976509566	443.3959592632	169.2256392457	127.4313123507	163.0293712043	324.8942089636	173.2237683774	372.0754860406	382.8258348227	156.3408863447	133.4739317321	705.9505389117	248.2059751952	327.8984416369	265.7090857182	608.7190922186	313.667012978	196.8053832377	150.4336926153	123.4229673418	223.8793823663	158.2460204421	388.3241310346	305.5028892004	373.3793832355	183.7522566229	333.2038008095	144.4652726298	377.9871984766	379.5127865579	196.7029952982	290.4115690127	254.312368228	201.0640500136	93.7888196142	149.0115654617	95.9976493453	310.3743005408	403.727702662	311.422478728	327.0522103577	463.987223563	262.7777287502	99.3954781256	180.4507745003
707.1058456285	222.1829223916	846.1962199334	503.3251976173	1205.0208119694	570.116668023	897.9562188326	690.3404200051	690.4689660049	396.3572428378	556.3268465865	420.9165092421	549.8638785279	515.6288682258	240.6089107071	339.7724970069	325.7784415019	452.5179023816	553.7711670591	452.7727595729	331.280119563	363.9161677334	259.490825661	1234.1623730138	215.6358196266	504.652220031	306.1281079157	614.5070219237	605.7984554187	1217.0786682666	861.7763114887	491.7790871019	619.1893959131	173.0338899829	394.2268425692	503.7909008981	355.6969485852	211.2165514156	568.6148925788	625.8042015608	387.192430515	455.2324825333	306.7300365077	412.7038806485	1198.8782323343	331.6499885526	779.2867227273	351.6671499105
662.7365407847	614.0938095852	267.4037275285	207.894917343	415.892453698	294.5411952431	451.6182395443	595.293078892	452.2728967994	140.4340399196	238.9790947171	52.5896916349	216.0591457003	115.8911467844	460.5415192828	90.5410704944	168.1705772353	253.9666711286	351.5209502385	368.7407867997	365.6640415716	394.0689226861	818.7886130567	1753.403092234	161.2320377998	93.3283449023	47.8165212534	285.2772135723	317.6396854794	2052.6234845909	1952.5978015104	172.4252787844	642.7098282527	560.8332707021	172.9176742033	336.8883395961	248.3418703296	454.2318326482	390.5920839353	623.7339908665	149.0425684524	221.4505767017	335.8689464401	349.399178744	607.4704930597	278.6787018899	1541.4291688747	247.9760233924
656.6696385313	638.4706133389	944.4907798863	694.9017564875	718.8995251187	417.0161775314	347.1164942327	530.6740442066	527.0401993387	442.6339566666	561.2340430009	314.624216283	396.7992034892	265.2484287734	385.9510354814	351.4205768854	478.4929390791	631.260960088	1036.739388627	872.7870981162	583.4931018784	718.1998783754	1043.3152557574	1064.5129897571	316.6060370335	358.0294171349	582.2766574475	714.7384054773	535.9531524505	372.8180629208	427.7548894975	463.3038684302	1026.8298902467	988.4283523006	452.7725893815	626.4110100642	674.2922927371	1186.5740735064	737.1267371177	962.749893648	676.4120566431	537.7735487924	873.7274852998	512.5226494392	634.6272057165	582.4680476073	582.6707222396	722.4727269361
640.0542947201	432.2214884179	573.3416358644	517.5821935822	320.7797712857	286.271744349	324.823571737	254.3375632338	512.8011332706	353.3808220364	602.424470664	431.9311893799	192.8508677385	172.7681197757	632.204011425	765.5673476799	340.2103311828	500.8189002671	580.9517007837	275.6732869966	420.3384164363	379.9713102745	452.1602216655	524.9076458228	292.9786101796	471.0044445721	266.3510734023	476.317337566	457.2544085791	377.103202001	290.2438716306	376.3862870633	639.4150791252	513.2181870705	407.6476591789	653.4765038503	449.3390291121	411.6059271354	446.2171967637	364.9206429263	546.9018066151	448.2675197558	273.8851555107	301.0881467396	782.7709866298	607.8793811741	236.9003391436	456.551200659
627.0449363635	1368.967417798	1027.2765653769	749.0544454383	808.5434207935	580.5222969697	323.112981584	336.6399143217	1118.9032774696	392.190864085	469.8144210241	190.7656480221	775.9969800965	349.9396664664	466.5376153866	254.0906944957	331.1088036219	525.6278707219	548.6329545913	447.5566497026	753.6747814252	904.1075748274	1318.7630155951	1013.2390002996	383.384287197	387.4344134995	246.0147374429	582.6484777054	394.659267034	668.6553356081	778.5254144626	324.132881992	433.0269891287	1380.0175479277	343.2436633667	718.9653725716	627.3536360521	1820.0136024471	1014.1757284339	2282.2936800354	293.1597760975	421.7202381193	958.1042460609	605.5541290696	930.0188761712	704.87222966	763.6110463041	526.0488445472
582.0116545608	565.0689352897	413.8253988495	487.0690911281	719.5837821962	339.9235663648	433.2483415973	416.8550107732	615.2059939787	520.1418777521	660.1269855862	484.1196533667	475.3495666402	298.1693820614	542.9540726072	602.790194595	360.5769341184	534.0496405598	565.2221839962	376.0677581152	811.501098578	543.6972349778	797.5772113798	952.1109536172	306.3334827721	323.8468004208	297.6605129315	574.0813650372	687.2954585028	415.9183739781	407.840125941	388.5952327065	583.2579087812	744.2228735636	690.2238375966	720.1568459411	506.3968837644	690.1716990764	588.6816207913	608.7170250748	460.7526237291	586.8666941592	578.1430462263	398.0262977529	868.7094018042	625.5770316557	520.0171405237	567.5910609391
577.6421359641	0	751.4301597496	366.8410331092	1295.3109978756	328.4538513156	841.7794351795	699.0783628643	401.6120725327	65.7705346253	123.491315527	104.049202612	599.8994975474	279.6233731478	110.0596756428	0	0	0	37.3789531612	416.0290826758	0	354.5292217639	69.5156649034	1394.9873945937	0	139.9977863758	190.3367989731	485.3903166457	363.2270289832	1588.2430167051	1954.3530628336	254.7450177256	265.5997493451	0	73.6141354312	40.3917782882	106.3612379188	0	489.6518059041	1072.4840920734	0	115.0339722897	0	185.4528053191	1064.7331729062	107.8335749514	1809.5818448594	0
569.7117460054	309.0275606296	278.3357800472	567.6167415254	512.5045003728	274.8692027528	512.0102925846	449.7081710855	570.8062488288	312.0607146827	150.6661184094	146.8540345876	426.5472661781	557.7208772783	285.6843682804	491.2992229432	415.2300019652	365.4464514646	0	597.6114025478	306.2971788903	375.4824830513	141.2644925295	703.7230560828	0	208.6101208779	231.3096882152	545.0679576942	246.2897236033	200.7376452294	176.2710842683	415.2692523222	207.2598355869	0	322.8020636364	244.8816085359	150.0593679446	0	677.3386341264	458.938556278	345.0584886442	175.4523488129	0	483.5508418352	472.3691145287	373.2787200524	117.1682909438	199.6135644875
560.5286206654	295.6374613299	1022.8987395335	420.8588062063	468.9977781242	402.0709851538	328.1922896525	176.8310797943	752.0863311935	357.5709466028	658.1707759765	342.940760486	370.2864993605	304.0301077009	440.6174971647	416.3217682375	480.8632398191	420.3349904496	688.3165941316	391.5874085639	468.1005891545	369.3159108382	300.4416224941	557.0661750317	314.3982540331	448.9879390959	404.0259578551	417.6318619752	420.4524171356	889.95361175	381.187763668	421.9682525506	563.743403914	488.7726606479	562.9007746758	611.04878112870006	499.4324216803	230.4660712769	393.8240637386	275.9949965316	613.6098083363	856.2101579993	648.7037494228	334.414558436	506.3234239212	554.4217208552	255.2195421553	430.0590076953
557.5457954376	617.6570243905	433.6361854496	484.7626087161	729.0741474281	394.6607672186	427.7331522694	474.0173712144	617.6880085855	592.1550096188	701.4199438468	459.1322345107	523.3420681127	338.0379290818	541.5889632991	598.0810212705	349.7779196381	636.1660740977	614.1073795479	455.2838664569	816.3796052408	530.4788060519	858.5353108346	1058.432698962	321.4901177687	322.6780016607	402.5353144917	646.7242852375	870.0508904114	553.3059338533	535.2637756969	365.0714287723	667.4675798784	687.116346955	638.2992608514	686.6456064248	500.2477659419	712.1825762342	565.8266120274	959.4927686874	528.2185940315	608.8519967115	623.1769468551	409.3181064516	813.0344407239	588.272928162	637.3945190921	556.8372177485
543.2095525329	262.5861781141	537.6754948449	473.3269011627	719.1356894823	546.8499771639	726.2860606949	462.3816134821	708.0939066768	260.9908823446	288.6272239284	330.8623587022	431.9904253501	518.5242968843	492.1416592366	571.8211281519	285.6863548297	424.7999575891	335.240181158	360.727760789	330.2110051358	304.5571368962	414.1700341263	707.4069152922	203.803263831	350.9009458466	230.7261162253	506.4170038722	618.869781895	717.1699592412	442.3104238201	285.8245908175	301.1191386277	283.1493387137	639.8022887004	541.5248175351	279.7505892956	283.472914958	372.9992847172	489.2000772927	252.5130761684	277.2412541255	153.0314847469	360.1943887759	789.7003344472	428.0846161832	458.2488590189	362.2597226421
543.2095525329	0	537.6754948449	473.3269011627	719.1356894823	546.8499771639	726.2860606949	462.3816134821	708.0939066768	47.8953179247	0	0	431.9904253501	403.0165683015	0	0	0	21.9410406506	0	360.727760789	0	281.0775798966	48.131368199	707.4069152922	0	272.1704397239	145.155297319	458.9793126251	250.0062914593	717.1699592412	442.3104238201	259.698654003	238.9520738835	0	90.0961879398	31.4383743299	0	0	372.9992847172	489.2000772927	0	97.9254693934	0	360.1943887759	789.7003344472	0	458.2488590189	0
523.2823636128	0	690.7502936571	563.4766395952	1200.9784768433	292.9817054337	774.8180147287	635.8096551283	364.4892121175	59.0587801217	111.1334984491	93.6870562852	1460.311238009	282.7345784346	99.0356649215	0	0	0	33.6526123884	379.1660433632	117.0088348703	321.6514720822	62.6837060935	1289.6253470526	114.7425113267	126.0957686537	357.1525146075	443.2243615558	330.3005568398	1484.0623707637	1842.7696781554	229.5580304168	238.3503049363	278.2229860011	66.2475499022	36.3612407684	224.8202939908	0	443.249791053	999.1600918291	0	103.6774764416	80.6189517447	167.6920094445	977.6898933843	97.1350030806	1702.9916719993	0
516.2442983782	0	681.74209495	559.4492965062	1152.9492825518	292.3232536417	760.2696664728	625.7732858154	362.8983198028	59.0919715562	110.9915541272	93.6052697612	1337.5274830506	282.3671041118	98.800503868	0	0	0	33.6463239821	377.065215746	116.6029155203	316.6477957302	62.5615395106	1271.6074314194	114.0944168916	125.8832452536	354.5445328737	439.0273640559	329.1223968114	1405.2736537151	1635.3968466176	228.9852221688	238.1593132058	274.2320436617	66.2259222215	36.353894552	223.3955195128	0	436.912232687	938.9839384589	0	103.5022138366	80.4357668092	166.696058484	970.1677817772	97.1126084433	1572.1424184629	0
506.1876044496	253.7761276296	325.482487626	322.3282937365	401.3482318901	198.2227806971	308.4164444217	198.3632862091	457.9649324824	292.0441437561	304.2908088343	365.5020307433	363.7533303046	627.3612030336	510.7597588252	768.6067236872	305.8991816031	438.8357666446	368.6909393165	249.9941256794	329.419241614	306.364592604	444.3127167992	333.3715954366	209.4894811808	384.1395283063	244.6833856775	505.3955397985	622.6585931286	237.1484208144	163.79366437	314.4789980273	301.3836101855	278.760646678	678.4189725465	606.4878059435	292.2625555374	308.5518738988	288.5486025079	124.780164392	259.4497908575	282.1019599565	157.0911188664	296.3709918216	589.2478464403	487.9363427588	226.6703394146	354.582521204
501.8020645963	1810.2506255283	761.9375245465	635.5133469068	1197.7833374717	230.6544407456	691.7264562573	307.0957014977	870.7673001225	315.5145195405	383.8813068498	84.8053924902	775.8192941137	221.6618054693	365.0924446785	153.6261797709	396.3892636464	722.9011893644	551.3530082869	872.0537596381	825.8009134567	1103.7127563575	1695.1435477037	1663.8055037282	342.2711972184	317.6178512493	114.0565295695	675.0356411222	443.3290950024	559.9493270959	652.0947143689	443.7417805331	158.4597311052	1893.1137867024	368.8146785129	638.5622157202	600.734108678	2042.2764634691	1246.329277816	1989.2009701989	446.2413760018	417.2675005916	1234.3290799195	565.9868369892	1021.9839264063	659.7683106051	897.1595185261	627.1312381791
499.2776556444	332.3166764106	154.876680949	225.087014617	149.5752724722	285.8984234472	112.0441719719	78.7810904059	325.4215210775	461.5479007028	419.980807214	365.3087024642	124.1541937599	232.7204756862	377.933170943	663.2960128883	549.8856324067	392.250001567	431.5642769711	589.0821142428	254.508883327	103.2140623164	92.4344328907	268.6302621334	324.1340508335	709.4951851574	230.6224485344	143.1658372174	288.5715876077	126.9293163885	166.6104682026	257.0382872	412.9092446282	108.8945829311	575.3154166434	411.2607583103	253.7838225725	60.736154076	173.683385062	102.2733205236	592.5277305185	345.6086228961	154.9341883359	418.5958291462	278.2811272392	320.0139593499	133.1562115237	580.9817736493
488.2760803418	0	510.0894597957	228.2395621512	1037.7296726813	330.0797370509	894.1322508529	477.0600162507	299.0070584541	89.2536333422	34.1597241082	32.9120885082	374.2761079187	235.8749826349	17.0917665142	16.2014682343	45.7967749201	44.9281669671	0	220.5427818769	23.2224324704	167.9206572716	32.7310649444	1968.704411602	0	122.426147556	90.1535052733	232.9294350558	152.8798084847	2276.1975985824	2598.8515358361	137.1973689055	172.9964774065	0	94.0895545154	0	0	0	273.875719631	550.2098954314	59.1039283893	35.5470600797	0	226.90452049	906.0884409734	0	1716.9445272057999	40.4690988317
484.0155174029	0	605.2152927573	332.983578953	1186.822407561	332.8942545084	790.2163064562	468.5672258593	380.3823473673	68.9854156993	0	0	521.6012504099	278.2113820579	0	0	0	0	0	356.1830365801	0	275.917885915	0	1163.593754316	0	158.8878231167	182.0380995859	439.8063434649	355.3583102042	1908.0056835628	1833.9918949577	241.702262875	204.8432156717	0	115.6856379418	42.8811136737	0	0	374.760024737	745.7148165819	0	54.0177275299	0	192.0261750961	1262.8721746328	0	1582.1781303999	0
459.3767666556	224.876373787	1134.0173973972	450.898909129	530.2626079815	544.0695038152	325.0699702669	237.4853038401	673.2429954655	501.7593982178	649.7415890231	613.0653694388	344.0754063104	564.8082532728	510.4001226489	600.6757724145	302.3139798801	403.6872821358	652.7911396881	458.7197293963	518.0687860757	210.6786850833	273.2850439746	648.5934084883	255.9524600134	531.6071561772	519.7201541004	509.5983429645	562.4230998209	655.9402909612	221.7634734941	808.732941529	790.0763907672	470.573730126	652.1577511314	784.6005577841	398.6159880665	352.8184199936	630.2657846569	408.4165278072	676.471202017	489.2763084172	292.894504627	452.2893828962	636.484777076	577.5239814534	219.0296784854	505.9791738044
458.0921617538	227.7963248839	318.5208588225	590.7502399823	662.6098183161	512.780336735	238.0256730555	310.3845598141	392.2648915194	250.8699978051	678.1982716984	571.0200273343	344.3627496781	779.9851555701	587.5889292078	1263.2564822411	449.0906951864	996.5099042784	351.9575758407	94.621261697	544.806070637	968.6972693963	459.6523940731	651.4469582763	277.3286748809	321.270287404	242.8502832151	461.1690063357	395.3272475052	408.5285381567	66.6279839015	554.7080323972	363.0105810265	226.0537844649	631.9404015638	497.5879658476	381.8560472347	162.7850418084	191.7438980526	1703.7645426349	456.1957778434	558.7086146294	649.8367434999	497.8131789091	356.8338641295	328.0202415285	203.6747448486	596.476329629
455.9625655021	284.6046923737	648.598010431	513.3123996747	482.7726308984	302.4450435288	404.0327805779	393.5414154573	588.6162126054	940.1532193505	451.9205023247	436.2717597169	493.8014250302	396.4894412552	349.0037092446	346.8531525815	746.4454120703	909.474440946	498.6758299103	313.6165418297	371.4697203271	328.1623818003	223.7668912974	723.3436519806	452.0217701189	668.6466757684	303.8087255268	237.2241317248	344.7380462818	541.8395606714	205.9983837233	636.7317923314	762.0935286258	310.7016004138	382.7187336415	1091.2244333797	409.6149176977	122.3646920959	423.4193171195	416.370446405	400.1226335361	638.9421339659	432.6985152866	403.8584525239	490.4349385275	501.1530365089	169.6657572924	327.1983396513
449.6289261858	79.4204011492	191.2002583859	723.6917765998	773.9094800616	256.4392730737	392.4206752639	382.7195784407	200.9716928012	114.1195159718	508.8253070333	327.9047013289	527.9136485425	571.0611634712	408.2790556039	309.7986160503	233.0988720419	399.5160769882	85.8366618472	0	237.2191130949	159.1885467983	161.0633616707	820.9291329585	37.4401129945	131.2079930698	214.021630806	290.5964485142	233.2291551158	623.39994915729994	382.0634907851	183.2077364855	213.5508652386	137.2778128396	318.4627122568	426.7805641903	217.7055310479	135.3570545233	0	75.6769678453	302.9070720957	157.9987673563	34.8219313428	197.7653916275	166.8588983923	250.7255892549	400.8118888436	157.4461534871
448.6301860937	411.7035676615	231.9362400161	463.8984995957	412.8182409101	272.4090226618	456.9842949024	374.5407548851	485.4753161052	439.6227944264	431.6916578067	417.2711577419	313.6364081078	489.6721706	339.1723883555	636.7460473296	363.6919450534	574.1480448827	881.7032052881	694.3981055767	340.770770994	317.9226953676	303.6252913351	586.7329070361	100.1599998316	177.1543135797	230.5431902599	474.2703363649	203.749497381	162.5824438702	140.7850989162	551.12379032	178.63671035	134.7118039589	450.8328885846	647.8275794984	645.208272637	215.662032524	555.471172562	338.8688768128	325.8507554081	1234.8902414155	842.3191978888	488.4017405849	386.6218557169	398.4517250078	94.5687455271	169.4388702055
446.5155157575	0	319.1566142328	306.4948821617	466.4342279094	231.8114548577	400.836042688	226.0261657534	470.5310286796	46.1696879867	0	0	348.719126055	387.374188769	0	0	0	21.6998879687	0	258.673237862	0	235.2305690009	47.5118813695	409.7811793718	0	235.460099068	127.0124012134	394.2662372351	232.5527043123	331.5923068794	227.3825483795	219.3497731202	198.8908814365	0	88.2286183897	31.1083623886	0	0	263.2683931362	166.1152149695	0	89.9430982398	0	265.0621621002	650.6237790572	0	330.8232154405	0
433.9712611097	32.6022260741	100.3324045614	377.9550762409	677.5656966044	29.732606084	529.0968570252	302.1774648293	423.0515952688	347.0211939609	455.6241600606	304.152565224	588.1023562205	192.6082436081	370.4880768112	369.4424150315	352.8607177085	5.9908670578	0	0	1042.3807191356	568.9185161678	577.0282419376	547.8438710395	252.4688663579	239.6221414875	167.3964388525	742.2491593285	696.9501577476	493.382840024	40.0392374288	109.9887783807	83.6138291769	401.8301056322	315.2403050353	174.9319456678	0	346.3017640561	355.7469837569	224.4390287634	51.2509402323	839.9528975277	430.1728295083	326.7585225639	1146.2768833402	265.0240276063	0	20.2236301796
427.5067546611	533.8311651674	381.0367758989	396.737724261	778.9265458567	107.5247262177	276.788965214	290.6396023832	577.2256472893	226.4265934487	336.0719453337	72.7893645555	297.9222001516	135.0450699028	327.3567364792	132.5728428147	294.0680092962	488.6711551055	518.8666419091	498.8863675213	503.9257252874	638.4083437269	992.6187118455	878.6326485594	347.4492450867	144.888149914	95.6656819513	465.2089136075	281.817008668	431.7926774785	327.6560080426	219.6547916522	103.863992702	929.3943924683	281.9625217408	481.8039550555	437.0619857518	1110.3815634645	648.574501223	1101.4967014613	217.8660390768	375.0102098316	631.8362313956	355.8351152666	691.9130103591	482.8274222896	532.3012470907	455.8947449291
418.4266425755	513.1415544365	314.0248248515	345.0977038705	492.3288104604	227.8711560854	193.1956493981	257.9444552115	403.6962597661	512.9700757553	478.3691933068	434.6014934273	455.0499251068	250.4392009588	347.3982983164	458.7484466539	312.5429030554	442.4078168758	639.0444070803	346.2029767968	323.9301546428	364.6047894821	673.9459315924	574.3903724239	202.8846662362	378.9746754814	258.7199059591	360.2900025429	421.095379755	257.4636057864	229.2848961584	314.3954569227	570.8142657931	441.2176724165	388.0771874005	543.4776045197	331.4057669728	448.6008813384	685.2231792878	553.5128379904	553.71953144	360.6696049143	417.4932477035	288.7237014739	425.6880987635	379.5108806609	363.4595322937	324.5478373106
414.3214364068	1004.5453008555	615.9012405702	429.7839722228	505.4007714656	106.6897542662	205.5933138365	263.0731360393	432.8373087232	138.3122685146	310.0276966365	122.1978574755	371.8108855255	126.2351705988	277.2732206817	256.6774274099	281.463696692	343.3865175742	631.3495778602	571.9056575533	467.5004601409	430.9671185438	968.1155244501	676.1645366277	301.1673046835	169.5315028408	275.4438320548	402.3752612748	416.5412202928	317.1360065368	279.2243032785	169.993623692	120.5417162809	1136.5595362074	129.448955221	350.0445730613	318.5962080316	952.4738582352	655.1673457185	871.5120517515	291.821570623	545.5290856393	799.3894991861	458.7274245067	592.7861081806	356.1958289925	444.3163115682	405.0025271756
410.8921740422	443.6565036093	327.4593432724	310.4559323386	497.8424016967	132.4572086953	299.1430258062	262.2038034301	442.1138427109	197.3716610496	375.7881381765	91.3318016571	297.2556272794	213.4231334807	290.8976198028	145.9943637026	265.1674135908	373.6917801303	397.4608518955	312.1957839357	497.3913321973	422.6817833624	629.0361681147	661.547146378	266.8711259684	260.4649864883	77.6022018437	404.0850428123	352.5066907842	340.4378335343	322.0051950823	209.0341297886	122.5139884859	607.4674676045	359.4982195001	462.6269331983	299.2094854461	543.0849235003	389.2445914754	444.8604786292	273.8077880488	285.5231786202	521.762616336	271.6481584644	526.6672334274	350.9071242366	429.4820965212	364.6661526772
407.1472922589	37.2016372302	668.8556878962	707.9949978447	1435.7713576211	288.5084743619	810.3850513993	468.41216871	454.1671905712	62.0667987114	0	41.4920259188	733.6095565211	317.6384399681	103.7693262229	74.6207530743	0	39.4211754708	0	391.8702569684	50.4896958241	185.9020179336	0	1136.7093943572	34.5701710778	140.9582866752	135.7075284871	437.736083774	247.2733501228	1961.6543267353	2372.2831703756	273.0457573598	169.8829936128	0	112.5019412886	45.590638374	68.4124667507	73.9248773543	1368.6707978015	2133.0704308724	0	104.5903505136	0	198.9689842889	986.4149228094	0	1620.1477054127	0
400.0036966898	209.4096950196	0	133.4117623572	422.1328069237	143.8861925467	143.3081714261	80.6199841033	97.6698152399	332.7345562768	319.6495629208	292.0455328951	134.0822189798	106.1403167779	148.7817116475	297.8005470964	351.9863829548	440.1460241903	335.0410505855	303.516164986	207.164236405	0	0	12.1014507291	76.0543767535	102.0398629211	0	45.6706050821	72.1265704277	52.2344951847	0	214.0457544188	84.3988693414	0	0	115.2880030233	158.7878701571	0	27.31110213	81.570503286	247.751075541	463.6844721936	244.1462118463	97.3028692373	195.5052297898	275.1202219354	90.17086582	201.2228041016
393.63097381	190.9237868302	390.561501101	352.8556677204	580.9150259843	268.9061409447	491.1443732076	421.5723652053	373.2705968335	281.3021802056	299.0050106279	426.9471965377	340.4718116992	317.6081375553	258.7460055574	354.6883385094	329.8373621179	447.1286855026	495.361497911	282.8278891321	374.5730464535	254.4458555909	243.9212932601	735.7929168674	153.581329094	239.9118383958	254.9010077671	327.3584962772	419.265717906	593.1730173794	430.0038301691	445.216115176	396.1249059331	284.0688605095	330.5467269212	380.2797837334	326.7348802196	173.5997852553	329.4010398263	518.3691268415	443.2991535081	477.4314824647	307.9219919757	241.7231287962	526.2380653276	309.6349809741	531.5672652297	434.4456897714
393.2435899962	40.2967847819	0	0	0	7.5125221943	143.2974515987	0	0	64.1341225895	171.5312304648	193.2488109413	0	0	0	0	202.0219429102	249.0058015274	0	8.7528939078	312.695797247	327.585728935	0	0	0	168.0223139101	353.6514749002	141.9337012389	210.6489558216	0	0	0	0	0	182.9526243732	281.4678038981	0	61.8872461916	0	0	0	151.1428200291	27.0723631881	63.8059865253	202.8784458947	154.4691350658	0	0
