term	df	SumOfSqs	R2	statistic	p.value_PERMANOVA	Tot.variance_betadisper	Expl.variance_betadisper	p.value_betadisper
genotype_treatment	2	609.0428830917285	0.13474047886787271	1.6350875009864547	0.178	575.408533319567	0.060509579905774005	0.5319
Residual	21	3911.075259645157	0.8652595211321255	NA	NA	NA	NA	NA
Total	23	4520.118142736894	1	NA	NA	NA	NA	NA
