Domain	Phylum	Class	Order	Family	Genus	Species	SGB
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus_H		SGB109798
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Virgibacillus	Virgibacillus proomii_B	SGB109799
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Paradevosia	Paradevosia shaoguanensis	SGB10980
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	MSJ-26	MSJ-26 sp018918075	SGB109800
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Lentibacillus_B	Lentibacillus_B saliphilus	SGB109801
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Oceanobacillus		SGB109802
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Amphibacillus	Amphibacillus sp018919165	SGB109803
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Terribacillus	Terribacillus aidingensis_A	SGB109804
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Aquibacillus_A		SGB109805
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	HU2P27		SGB109806
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Radiobacillus		SGB109807
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Gracilibacillus		SGB109808
Bacteria	Firmicutes	Bacilli	Bacillales_D	Amphibacillaceae	Gracilibacillus		SGB109809
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Youhaiella	Youhaiella tibetensis	SGB10981
Bacteria	Firmicutes	Bacilli	Bacillales_D	Alkalibacillaceae			SGB109810
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae			SGB109811
Bacteria	Firmicutes	Bacilli	Bacillales_B	Domibacillaceae	Domibacillus		SGB109812
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Ectobacillus		SGB109813
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Ectobacillus		SGB109814
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	FJAT-49711		SGB109815
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	FJAT-49711		SGB109816
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	FJAT-49711		SGB109817
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_C	Lederbergia		SGB109818
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_B	Rossellomorea		SGB109819
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	Devosia geojensis	SGB10982
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_B	Rossellomorea		SGB109820
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_B	Rossellomorea		SGB109821
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_B	Rossellomorea		SGB109822
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae			SGB109823
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A		SGB109824
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A		SGB109825
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A		SGB109826
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A	Sutcliffiella_A horikoshii	SGB109827
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A		SGB109828
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_I	Sutcliffiella_A		SGB109829
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia_A	Devosia_A enhydra	SGB10983
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus halosaccharovorans	SGB109830
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus sp002577655	SGB109831
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Metabacillus		SGB109832
Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae			SGB109833
Bacteria	Firmicutes	Bacilli	Bacillales	Aeribacillaceae			SGB109834
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A		SGB109836
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A		SGB109837
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Gottfriedia		SGB109838
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus_P		SGB109839
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	Kaistia soli	SGB10984
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus_P		SGB109840
Bacteria	Firmicutes	Bacilli	Bacillales_B	Bacillaceae_B	Bacillus_BW		SGB109841
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_H	Priestia		SGB109842
Bacteria	Firmicutes	Bacilli	Bacillales	SA4	Bacillus_BS		SGB109843
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_L	Fredinandcohnia		SGB109844
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_L			SGB109845
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Bacillus_AZ		SGB109846
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Bacillus_AZ		SGB109847
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		SGB109848
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		SGB109849
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		SGB109850
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		SGB109851
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus sp019219025	SGB109852
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus		SGB109853
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Bacillus_AB		SGB109854
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Mesobacillus		SGB109855
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Mesobacillus		SGB109856
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Cytobacillus		SGB109857
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Cytobacillus	Cytobacillus sp019039215	SGB109859
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	Stappia sp002709505	SGB10986
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Cytobacillus		SGB109860
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Robertmurraya		SGB109861
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Niallia		SGB109862
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Bacillus_BD		SGB109863
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-18226			SGB109864
Bacteria	Firmicutes	Bacilli	JC228	JC228	Bacillus_BF		SGB109865
Bacteria	Firmicutes	Bacilli	Bacillales_B	DSM-1321	Peribacillus		SGB109867
Bacteria	Firmicutes	Bacilli	Bacillales_B	Jeotgalibacillaceae	Jeotgalibacillus		SGB109868
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria		SGB109869
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	Stappia sp900105595	SGB10987
Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria		SGB109870
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B		SGB109871
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B		SGB109872
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus_B		SGB109873
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	Macrococcus equipercicus	SGB109874
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109875
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109876
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109877
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109878
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109879
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	Stappia sp002722295	SGB10988
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109880
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109881
Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus		SGB109882
Bacteria	Firmicutes	Bacilli	Staphylococcales	Salinicoccaceae	Salinicoccus		SGB109883
Bacteria	Firmicutes	Bacilli	Bacillales_H	Marinococcaceae	Alteribacillus_A		SGB109884
Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus		SGB109885
Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus		SGB109886
Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	CEB3		SGB109887
Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	Gemella sp018866345	SGB109888
Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	Dehalobacter		SGB109889
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia	Stappia indica	SGB10989
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Acidibacillaceae	Acidibacillus_A		SGB109890
Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae			SGB109891
Bacteria	Firmicutes	Bacilli	Tumebacillales				SGB109892
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_B		SGB109893
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_B		SGB109894
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	18JY21-1		SGB109895
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111			SGB109896
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_E		SGB109897
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_S		SGB109898
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_S		SGB109899
Bacteria	Proteobacteria	Alphaproteobacteria	UBA8558	UBA8558	UBA8558	UBA8558 sp002712065	SGB1099
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Pannonibacter	Pannonibacter indicus	SGB10990
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_S		SGB109900
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_S		SGB109901
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_G	Paenibacillus_G sp018998565	SGB109902
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_G		SGB109903
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_G	Paenibacillus_G solanacearum	SGB109904
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_G	Paenibacillus_G sp910594985	SGB109905
Bacteria	Firmicutes	Bacilli	Paenibacillales	NBRC-103111	Paenibacillus_AF		SGB109906
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella		SGB109907
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella		SGB109908
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella		SGB109909
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Polymorphum	Polymorphum gilvum	SGB10991
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	Cohnella sp019091135	SGB109910
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella		SGB109911
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella		SGB109912
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z		SGB109913
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109914
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z		SGB109915
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z		SGB109916
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z	Paenibacillus_Z mendelii	SGB109917
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z		SGB109918
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_Z		SGB109919
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Roseibium	Roseibium suaedae	SGB10992
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109920
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109921
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109922
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109923
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_C		SGB109924
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	MSJ-34	MSJ-34 sp018918005	SGB109925
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus		SGB109926
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109927
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109928
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109929
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	Nitratireductor indicus	SGB10993
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109930
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109931
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109932
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109934
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109935
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109936
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109937
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A		SGB109938
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A		SGB109939
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	Nitratireductor aquibiodomus	SGB10994
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A	Paenibacillus_A sp018919145	SGB109940
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A		SGB109941
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_A		SGB109942
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_I		SGB109943
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		SGB109944
Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_O		SGB109945
Bacteria	Firmicutes	Bacilli					SGB109946
Bacteria	Firmicutes	Bacilli	Thermoactinomycetales				SGB109947
Bacteria	Armatimonadota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium		SGB109948
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Marinicellaceae	Marinicella		SGB109949
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	Nitratireductor sp002697745	SGB10995
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Maritalea		SGB109950
Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	M0027		SGB109951
Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	M0027		SGB109952
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter sp019038395	SGB109953
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		SGB109954
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		SGB109955
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		SGB109958
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		SGB109959
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor	Nitratireductor pacificus	SGB10996
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella		SGB109960
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella		SGB109961
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella		SGB109962
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter		SGB109964
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter		SGB109965
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas		SGB109966
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas		SGB109967
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas		SGB109968
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas		SGB109969
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor_A	Nitratireductor_A basaltis	SGB10997
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylomonas	Methylomonas paludis	SGB109970
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41		SGB109971
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	KS41		SGB109972
Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methyloprofundus		SGB109973
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Psychrosphaera	Psychrosphaera sp018861025	SGB109974
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Psychrosphaera	Psychrosphaera sp018860345	SGB109975
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Natronospirillaceae	Reinekea	Reinekea forsetii_A	SGB109976
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas		SGB109977
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas		SGB109978
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas		SGB109979
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	Chelativorans multitrophicus	SGB10998
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas		SGB109980
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Pseudoalteromonas		SGB109981
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia sp018860915	SGB109982
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia		SGB109983
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia sp018860585	SGB109984
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Colwellia	Colwellia sp018860755	SGB109985
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Catenovulum		SGB109986
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207		SGB109987
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Porticoccaceae	HTCC2207		SGB109988
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Kangiellaceae			SGB109989
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Phyllobacterium	Phyllobacterium pellucidum	SGB10999
Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophaga		SGB109990
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109991
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109992
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109993
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109994
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109995
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium		SGB109996
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio	Enterovibrio sp001310415	SGB109997
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Enterovibrio		SGB109998
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Thaumasiovibrio	Thaumasiovibrio occultus	SGB109999
Bacteria	Patescibacteria	WWE3	UBA101185	UBA10185	2-02-FULL-38-14	2-02-FULL-38-14 sp001772865	SGB110
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Phyllobacterium	Phyllobacterium zundukense	SGB11000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Thaumasiovibrio	Thaumasiovibrio subtropicus	SGB110000
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110001
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110002
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110003
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio ishigakensis	SGB110004
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110005
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110006
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110007
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio marisflavi	SGB110008
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio maritimus_B	SGB110009
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Phyllobacterium	Phyllobacterium sp900104355	SGB11001
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110010
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110011
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110012
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110013
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110014
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110018
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110019
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Phyllobacterium	Phyllobacterium sp000282595	SGB11002
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110020
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110021
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110022
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110023
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio sp018223135	SGB110024
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110025
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110026
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110027
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio		SGB110028
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio hepatarius_B	SGB110029
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales_A	Rhizobiaceae_A	Ochrobactrum_A	Ochrobactrum_A pseudogrignonensis	SGB11003
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Aliivibrio		SGB110030
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae			SGB110031
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae			SGB110032
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Providencia		SGB110035
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Providencia		SGB110036
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella		SGB110037
